Title,Price,Capacity,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage
"Viña Errázuriz ‘Estate Series’ Sauvignon Blanc 2021/22, Casablanca Valley","In 1870, Don Maximiano Errázuriz spent two days straight on horseback, travelling 100km north of Santiago on a quest to find a terroir he felt did justice to Chile’s wild spirit. In the shadow of the mountains at Aconcagua Valley, he found it. Maximiano was the first to introduce French grapes to the valley, founding a family winery which is still flourishing nearly 150 years later. It’s grown just a few kilometres inland of the Pacific, and the sea has a big impact on flavour. So it's incredibly fresh. It’s crisp. It’s zingy. But it’s also ripe with those delicious gooseberry and passion-fruit flavours we love in a Sauvignon. It’s incredible with ceviche – or tangy, dairy-based dishes.

In 2022, this wine won an IWC award for the 2021 vintage.",£9.99 per bottle,75CL,,Screwcap,10.1,per bottle,White,ABV 13.50%,Aconcagua,Crisp & Zesty
"Escarpment 'Kiwa' Pinot Noir 2020, Martinborough","Larry McKenna is one of New Zealand's leading winemakers. He was recently inducted into the New Zealand Wine Hall of Fame, and he specialises in Pinot Noir. He's long shunned the big-name spots in favour of Martinborough. He makes Kiwa on a tiny 2-hectare vineyard here, and it's famed for its signature depth and texture. Expect a savoury, complex and spicy wine, with notes of plum, cherry and dried herbs. Decant for at least two hours before serving or cellar for ten years.",£35.99 per bottle,75CL,,Screwcap,10.5,per bottle,Red,ABV 14.00%,Martinborough,Light & Elegant
"Fitou by Mademoiselle Jones 2020, France","Katie Jones is one of the UK's finest winemakers. She makes this smooth, succulent red from 100-year-old vines on a tiny vineyard in Fitou, and we buy what we can whenever it is available. This arrival is from the stellar 2018 vintage. It has plentiful notes of dark fruit, dried herbs and liquorice.",£17.99 per bottle,75CL,"Syrah, Grenache",Natural Cork,10.9,per bottle,Red,ABV 14.50%,Languedoc-Roussillon,Bold & Spicy
Fonseca Reserve Ruby Port 50cl,Fonseca's port has been enjoyed in the UK since 1840. They take great pride in their ruby port. It's aged for several years in wooden vats to encourage complexity and soften tannins while keeping fresh flavour. It's full-bodied with intense flavours of blackcurrant and cherry. Excellent with soft cheeses.,£15.99 per bottle,500ML,,Natural Cork,10,per bottle,Red,ABV 20.00%,Douro,
G. D. Vajra ‘Albe’ Barolo DOCG 2017/18,"‘Sustainable’ and ‘organic’ may be buzzwords today, but the Vajra family has been championing both in Piedmont ever since the 1970s. At their vineyards, biodiversity is encouraged, whether it’s allowing grass to sprout in between rows of vineyards or birds to nest in the nearby forest. Huge amounts of manual work are put into producing each vintage of this excellent Barolo, which is made from 100% Nebbiolo grapes. It has aromas of redcurrant, strawberries and cherries and floral hints of rosebud and black fig. Try it with sausage tagliatelle.",£55.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Piedmont,Light & Elegant
"Gabb Family Vineyards Chardonnay 2020/21, South Africa","This is made on the Schapenberg Hills in South Africa’s picturesque Stellenbosch. Here, the influence of the nearby ocean encourages the kind of cool-climate Chardonnay traditionally associated with top Old World regions. But the name behind it is more than this pretty location. Journey's End have just been named Ethical Company of the Year by The Drinks Business for the second year in a row. They've also been supporting the wider community by providing 10,000 free meals a week via nine local soup kitchens. It’s fresh yet full-bodied, with notes of citrus, peach and butterscotch on the finish. Enjoy with meaty fish, like baked halibut, or mushroom risotto sprinkled with pine nuts.

In 2022, this wine won an IWC award for the 2021 vintage.",£14.99 per bottle,75CL,,Natural Cork,10.1,per bottle,White,ABV 13.50%,Stellenbosch,Ripe & Rounded
"Gabb Family Vineyards Malbec 2020/21, South Africa","Think South Africa is all baking sunshine? Think again. Grown high in the Stellenbosch hills, the grapes for this wine are blessed by ocean breezes and a soaking morning sun. This prime location means robust and juicy flavour. Discover vibrant notes of violets, black berries and a hint of black pepper. Will complement any meat dishes, especially those prepared on coals.",£11.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Stellenbosch,Rich & Juicy
Gianni Brunelli Brunello di Montalcino DOCG 2016/17,"In 1987, Gianni Brunelli returned home to Montalcino and bought back a property once owned by his father. This, along with a second 4.5 hectare plot of land, very soon became the source of some of the region's most celebrated Brunello. Both estates are now in the hands of his wife, Laura, who upholds the great reputation. This is a concentrated and slightly savoury expression of the Sangiovese grape, with flavours of cherry, wild strawberry, forest floor and tobacco. Decant for an hour before serving with a herby steak of cellar until 2040.",£52.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied
Girardin Père et Fils ‘Vieilles Vignes’ Meursault 2017,"Meursault is one of the world's most prestigious wine regions and arguably the finest spot for Chardonnay in Burgundy. At Girardin Père et Fils, extra care is taken to ensure that the wines are as special as can be. This is made from grapes that grow on old vines or ‘vieilles vignes’. These vines only nourish a small amount of grapes, but they’re concentrated with delicious flavour. Winemaker Eric Germain follows the lunar cycle, farms biodynamically and lets the quality of the vineyards do the talking. The result is a concentrated wine with mineral notes of citrus, green apple and freshly cut grass. Try it with a decadent cheese soufflé.",£56.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Ripe & Rounded
Girardin Père et Fils Puligny-Montrachet Vieilles Vignes 2017,"This is Burgundy at its best. Labelled 'Vieilles Vignes', this wine comes from old vines that are more than 65 years old. In the cellar, there is minimal intervention to bring out the best of this great vintage. Expect mineral notes with a well-balanced acidity. Wonderful with creamy chicken.",£64.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Rich & Toasty
"Girardin Père et Fils Santenay 'Vieilles Vignes' Rouge 2018/19, Burgundy","This Pinot Noir is made from 45-year-old vines in Santenay, the village in which the founder of the winery, Vincent Girardin, was born. Aged in oak for 14 months on character-building lees, the 'Vieilles Vignes' is exceptionally well structured, with notes of strawberry and plum chased by a long, smooth finish.",£28.99 per bottle,75CL,,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Burgundy,Light & Elegant
"Goldwater Sauvignon Blanc 2022, Wairau Valley","Founded in 1978, Goldwater is among the oldest wine producers in New Zealand. Chief winemaker Stu Marfell entered the wine trade when he took part in his first harvest aged only eight years old – and today, he’s known as a pioneer across the entire industry. This is an excellent demonstration of his skill and passion for Marlborough wines. It’s made with grapes from the Wairau Valley, an area famed for its intensely aromatic, lively Sauvignon. The grapes are harvested during the early morning hours to preserve their mouth-watering acidity, and five months of lees ageing adds fantastic texture and complexity. Expect notes of freshly squeezed lemon, grapefruit, guava and a hint of salty sea air. Partner its crisp flavours with fresh white-fish dishes.",£13.99 per bottle,75CL,,Screwcap,9.8,per bottle,White,ABV 13.00%,Marlborough,Crisp & Zesty
Gonzalez Byass 'Tio Pepe' Fino Sherry,"Sherry has run through the veins of five generations of the Gonzalez family. The journey began in 1835 with Manuel Maria Gonzalez Angel. His legacy to Sherry? A bodega now packed with barrels in every corner. Tio Pepe was named in honour of Manuel’s uncle, after he discovered barrels of a delicious pale, dry style of sherry that Pepe had made. It's now the world’s best-selling Fino – and for very good reason. It’s deeply refreshing with notes of green apple and toasted almond and a hint of saltiness on the crisp, dry finish. Serve straight from the fridge with classic tapas nibbles, like Manchego cheese, olives and salted almonds.",£13.99 per bottle,75CL,,Natural Cork,11.3,per bottle,White,ABV 15.00%,,
Grattamacco Organic Bolgheri Rosso DOC 2020/21,"The Grattamacco estate was founded in Bolgheri in 1977. It was part of the 'Super Tuscan' movement that experimented with blending non-indigenous grapes with Sangiovese. Today, Super Tuscans are some of the most in-demand wines in the world. The team at this estate have been continuously improving the Rosso over more than 38 years – and their expertise really shows. This blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Sangiovese is remarkably drinkable in its youth. It’s a dense, powerful wine with ripe tannins, aromas of dark fruits and chocolate and an excellent structure. Pair it with a hearty Tuscan stew.",£24.99 per bottle,75CL,"Sangiovese, Cabernet Franc, Merlot",Natural Cork,10.9,per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied
"Greywacke Pinot Gris 2020/21, Marlborough","Kevin Judd was a founding member of the iconic Cloudy Bay winery. He played a large part in putting Marlborough on the wine world map. Today, Greywacke is his passion project. It's his opportunity to make something slightly different to what you might expect from the region. This is a ripe, opulent Pinot Gris made in the off-dry style. It has flavours of pear, honey, quince, almond and candied lemon that are best with lightly spiced Thai foods.",£31.99 per bottle,75CL,,Screwcap,10.9,per bottle,White,ABV 14.50%,Marlborough,Ripe & Rounded
"Hamilton Russell Vineyards Chardonnay 2020/21, Hemel-en-Aarde","Hamilton Russell Vineyards boasts a lot of superlatives. They’re one of the most southerly vineyards in Africa. They were pioneers in now-celebrated Hemel-en-Aarde Valley, producing the first vintage back in 1981. And they’re one of South Africa’s finest wineries, often compared to the finest of Burgundy. Thanks to their southerly spot, they have a cool climate that's perfect for Chardonnay and Pinot Noir. They keep yields small on the vineyard, and intense demand keeps these elegant estate-grown wines in short supply. When you taste this Chardonnay, you'll see what the fuss is about. It has prominent pear and lime notes, bright natural acidity, a hint of oak and a refreshing minerality. It's textured, intense and certainly not lacking personality. Try it with a mushroom risotto or roasted chicken. Tim Atkin MW gave the 2020 vintage 96 points.",£39.99 per bottle,75CL,,Natural Cork,10.1,per bottle,White,ABV 13.50%,Walker Bay,Rich & Toasty
"Hanna Chardonnay 2018/19, Sonoma County","In 1985 world-famous cardiac surgeon Dr. Elias Hanna founded the Hanna winery. He quickly became an iconic winemaker. And his daughter, Christine, today leads the way with this complex, elegant Chardonnay. Expect notes of tropical fruit, caramel and vanilla. Serve this at 10-13 degrees with roast chicken.",£27.99 per bottle,75CL,,Natural Cork,10.9,per bottle,White,ABV 14.50%,California,Rich & Toasty
Henri de Villamont 'Les Groseilles' Chambolle-Musigny Premier Cru 2014/18,"From their 18th century cellars to their long-serving team, tradition is everything at Henri de Villamont. They have fantastic relationships with local grape-growers. So their wines are made from some of the Côte de Nuits' most coveted vineyards. This is made from grapes from the tiny Chambolle-Musigny appelation. It's full-bodied and smooth, with notes of raspberries, strawberries and violets. Drink now at room temperature with strong cheeses.",£74.99 per bottle,75CL,,Natural Cork,9.8,per bottle,Red,ABV 13.00%,Burgundy,Light & Elegant
Henriques and Henriques 3 Year Old Full Rich Madeira 50cl,"This classic Madeira undergoes the unique Estufa process where the wine is repeatedly warmed than cooled for 90 days making the wine stable before it three years of cask ageing. Lucious, rich, sweet and fragrant this is full of intense flavours of dried fruit and caramel. Try this on it own, or with a classic Madeira cake.",£13.99 per bottle,50CL,,Natural Cork,9.5,per bottle,Red,ABV 19.00%,,
